"Work","form","medieval toponym","real location","feature type","lat","long","occurrences",
"Mutacion","v","Togres","Tongres, Belgium","settlement",50.78054,5.46484,5,
"Mutacion","v","Thoulouse","Toulouse, France","settlement",43.60426," 1.44367",4,
"Mutacion","v","Triple","Tripoli, Lebanon","settlement",34.43667,35.84972,,
"Mutacion","v","Illion","Troy","ancient settlement",39.95732,26.23909,,
"Mutacion","v","Troie","Troy","ancient settlement",39.95732,26.23909,,
"Mutacion","v","Sur","Tyre, Lebanon","settlement",33.27333," 35.19389",,
"Mutacion","v","Valois","Valois, France","region",49.23359,2.88807,,
"Mutacion","v","Venetie","Veneto, Italy","region",45.5,11.75,,
"Mutacion","v","Venise","Venice, Italy","settlement",45.43713,12.33265,,
"Mutacion","v","Galles","Wales","region",52.5,-3.5,,
"Mutacion","v","Saragosse","Zaragoza, Spain","settlement",41.65606," -0.87734",2,
"Othea","vp","Poulle","Apulia, Italy","region",41.00164," 16.73378",,
"Othea","vp","Arges","Argolis, Peloponnese, Greece","region",37.666667,22.833333,,
"Othea","vp","Assire","Assyria","ancient region",36.19099," 44.0093",,
"Othea","vp","Assire","Assyria","ancient region",36.19099," 44.0093",,
"Othea","vp","Athenes","Athens, Greece","settlement",37.97945,23.71622,,
"Othea","vp","Boulongne","Bologna, Italy","settlement",44.49381,11.33875,,
"Othea","vp","Calabre","Calabria, Italy","region",39,16.5,,
"Othea","vp","Crete","Crete, Greece","island",35.15585,24.89502,,
"Othea","vp","Chipre","Cyprus","island",35,33,,
"Othea","vp","Delphos","Delphi, Greece","ancient settlement",38.48179," 22.49862",,
"Othea","vp","Egipte","Egypt","country",27,30,,
"Othea","vp","Ytalye","Italy","country",42.83333," 12.83333",,
"Othea","vp","Babiloine","Old Cairo, Egypt","settlement",30.00737,31.23927,,
"Othea","vp","Perse","Persia","ancient region ",29,53,,
"Othea","vp","Cydonie","Sidon, Lebanon","settlement",33.55993,35.37564,,
"Othea","vp","Ylÿon","Troy","ancient settlement",39.95732,26.23909,,
"Othea","vp","Thune","Tunis, Tunisia","settlement",36.81897,10.16579,,
"Paix","p","Alencon","Alencon, France","settlement",48.43333,0.08333,,
"Paix","p","Anjou ","Anjou, France","region",47.466667,-0.55,,
"Paix","p","Ardre","Ardres, France","settlement",50.85786,1.98168,,
"Paix","p","Athenes","Athens, Greece","settlement",37.97945,23.71622,,
"Paix","p","Auvergne","Auvergne, France","region",45.33333," 3",,
"Paix","p","Bastide Anthoine","Bastille Saint-Antoine","landmark",48.853333,2.369167,,
"Paix","p","Ostel de Biauté ","Beauté-sur-Marne, France","landmark",48.832778,2.475278,,
"Paix","p","Bedos","Bedous, France","settlement",43,-0.6,,
"Paix","p","Berry","Berry, France","region",47,2,,
"Paix","p","Blannule","Blannule",,,,,
"Paix","p","Bahangne","Bohemia","region",50,15,,
"Paix","p","Boulogne-la-Grace","Bologna, Italy","settlement",44.49381,11.33875,,
"Paix","p","Bourbon","Bourbon-l’Archambault, France","settlement",46.58666,3.05876," ",
"Paix","p","Bretaigne","Brittany, France","region",48,-3,,
"Paix","p","Bueil","Bueil-en-Touraine, France","settlement",47.6456,0.5508,,
"Paix","p","Bourgongne","Burgundy, France","region",47,4.5,,
"Paix","p","chastel d'Andorte","Castets-en-Dorthe, France","landmark",44.56194,-0.15306,,
"Paix","p","Caumont","Caumont",,,,,
"Paix","p","Clicon","Clisson, France","settlement","47.08714, -1.28286",,,
"Paix","p","Coucy","Coucy-le-Château-Auffrique, France","landmark",49.520278,3.3225,,
"Paix","p","Daulphin","Daulphin",,,,,
"Paix","p","Celestins","Eglise des Celestins, Paris","landmark",48.850833,2.364722,,
"Paix","p","Saint Antoine dedens Paris","Eglise Saint Antoine, Paris","landmark",48.848903,2.382617,,
"Paix","p","Egipte","Egypt","country",27,30,,
"Paix","p","Angleterre","England","country",52.16045," -0.70318",,
"Paix","p","Estampes","Etampes, France","settlement",48.43333,2.15,,
"Paix","p","France","France","country",46," 2",,
"Paix","p","Gales","Wales","country",51.483333,-3.183333,,
"Paix","p","Gabaon","Gibeon","ancient settlement",31.847451,35.183351,,
"Paix","p","Guienne","Guyenne, France","region",44.58333,1,,
"Paix","p","Ostel-Dieu","Hotel-Dieu","landmark",48.854665,2.348808,,
"Paix","p","Israel","Israel","ancient region",32.14306,35.26062,,
"Paix","p","Ytalie","Italy","country",42.83333," 12.83333",,
"Paix","p","Jherico","Jericho","settlement",31.86667,35.45,,
"Paix","p","Jherusalem","Jerusalem","settlement",31.76904," 35.21633",,
"Paix","p","La Rochelle","La Rochelle, France","settlement",46.16667,-1.15,,
"Paix","p","Languedoc","Languedoc, France","region",43.53333,3.23333,,
"Paix","p","Lebret","Lebret",,,,,
"Paix","p","Limoges","Limoges, France","settlement",45.83153,1.25781,,
"Paix","p","Lombardie","Lombardy, Italy","region",45.66667,9.5,,
"Paix","p","Palais","Louvre","landmark",48.86102,2.33587,,
"Paix","p","Chastel du Louvre","Louvre ","landmark",48.86102,2.33587,,
"Paix","p","Mauny","Mauny, France","settlement",49.38417,0.885,,
"Paix","p","Melun (chastel)","Melun Castle","landmark",48.53333,2.66667,,
"Paix","p","Crail Montargis","Montargis","landmark",48,2.75,,
"Paix","p","Montauban","Montauban, France","settlement",44.01667,1.35,,
"Paix","p","Montfort","Montfort l'Amaury, France","settlement",48.7778,1.81,,
"Paix","p","Normandie","Normandy, France","region",49.2,0.016667,,
"Paix","p","Babiloine","Old Cairo, Egypt","settlement",30.00737,31.23927,,
"Paix","p","Paris","Paris, France","settlement",48.85341," 2.3488",16,
"Paix","p","Perche","Perche, France ","region",48.520278,0.547222,,
"Paix","p","Picardie","Picardy, France","region",50,3.5,,
"Paix","p","Poitiers","Poitiers, France","settlement",46.58333,0.33333,,
"Paix","p","Pommiers","Pommiers, France","settlement",45.95,4.683,,
"Paix","p","Pontieu","Ponthieu, France","region",50.16667,1.91667,,
"Paix","p","Pontoise","Pontoise, France","settlement",49.05,2.1,,
"Paix","p","Rochefort","Rochefort-en-Charente, France","settlement",45.93333,-0.98333,,
"Paix","p","Romme","Rome, Italy","settlement",41.89193," 12.51133",,
"Paix","p","Roye","Roye, France","settlement",49.7,2.79028,,
"Paix","p","Saint Aoys","Saint Aoys",,,,,
"Paix","p","Saint Denis","Saint Denis Abbey, France","landmark",48.935556,2.359722,,
"Paix","p","Saint Germain en Laye","Saint German en Laye, France",,48.898056,2.096389,,
"Paix","p","Saint Ouyn (chastel)","Saint Ouen","landmark",48.918936,2.331564,,
"Paix","p","Saint Pol","Saint Pol","landmark",48.854134,2.362303,,
"Paix","p","Hostel de Saint Pol","Saint Pol","landmark",48.854134,2.362303,,
"Paix","p","Sainte Catherine-du-val-des-Escolliers","Sainte Catherine du val des Ecoliers",,48.855381,2.362889,,
"Paix","p","Sainte Chappelle","Sainte Chapelle","landmark",48.8554,2.34504,,
"Paix","p","Secille","Sicily, Italy","island",37.5," 14",7,
"Paix","p","Lacedemone","Sparta, Greece","ancient settlement",37.07333,22.42972,,
"Paix","p","Troie","Troy","ancient settlement",39.95732,26.23909,,
"Paix","p","Venise","Venice, Italy","settlement",45.43713,12.33265,,
"Paix","p","Vienne","Vienne, France","settlement",45.51667,4.86667,,
"Paix","p","Viennoiz","Viennois, France","region",45.51667,4.86667,,
"Paix","p","Vilaines","Vilaine","river",48.2294,-1.0531,,
"Policie","p","Puille","Apulia, Italy","region",41.00164," 16.73378",,
"Policie","p","Armenie","Armenia","region",37,35.5,,
"Policie","p","Athenes","Athens, Greece","settlement",37.97945,23.71622,,
"Policie","p","Boulogne la Grace","Bologna, Italy","settlement",44.49381,11.33875,,
"Policie","p","Volques","Bolsena, Italy","settlement",42.64383,11.98506,,
"Policie","p","Bourgoingne","Burgundy, France","region",47,4.5,,
"Policie","p","Calcidie","Calcedonia","ancient settlement",40.98132," 29.05214",,
"Policie","p","Campagne","Campania, Italy","region",40.91056,14.92053,,
"Policie","p","Canes","Cannae, Apulia, Italy","ancient settlement",41.296389,16.151667,,
"Policie","p","Capue","Capua, Italy","settlement",41.10519,14.21269,,
"Policie","p","Affrique","Carthage, Tunisia","ancient settlement",36.86667,10.33333,,
"Policie","p","Cartage","Carthage, Tunisia","ancient settlement",36.86667,10.33333,,
"Policie","p","Corinte","Corinth, Greece","ancient settlement",37.90953,22.88353,,
"Policie","p","Crotonne","Crotone, Calabria, Italy","ancient settlement",39.0851,17.11781,,
"Policie","p","Egipte","Egypt","country",27,30,,
"Policie","p","Engleterre","England","country",52.16045," -0.70318",,
"Policie","p","Epire","Epirus","ancient region",39.01292," 20.73182",,
"Policie","p","Euletre","Eretria, Euboea, Greece","settlement",38.40097,23.8022,,
"Policie","p","Acrussie","Etruria","ancient region",43.01418,11.94791,,
"Policie","p","France","France","country",46," 2",,
"Policie","p","Galbine","Gabii, Lazio, Italy","ancient settlement",41.88333,12.71667,,
"Policie","p","Gaulles","Gaul","ancient region",45.75927,4.81989,,
"Policie","p","Jennes","Genova, Italy","settlement",44.4264,8.91519,,
"Policie","p","Alemaigne","Germany","country",51.5," 10.5",,
"Policie","p","Grece","Greece","country",39,22,,
"Policie","p","Inde","India","country",22,79,,
"Policie","p","Italie","Italy","country",42.83333," 12.83333",,
"Policie","p","Lacedemoine","Laconia, Greece","ancient region",37," 22.58333",,
"Policie","p","Lucitanie","Lusitania","ancient region",38.916667,-6.333333,,
"Policie","p","Lide","Lydia, Asia Minor","ancient region",40,30,,
"Policie","p","Macedoine","Macedonia","ancient region",40.8,22.516667,,
"Policie","p","Marathon","Marathon, Greece","settlement",38.15317,23.96278,,
"Policie","p","Megara","Megara, Greece","region",38.02724,23.2749,,
"Policie","p","Methapontus","Metaponto, Basicilate, Italy","ancient settlement",40.374444,16.81,,
"Policie","p","Orliens","Orleans, France","settlement",47.90289," 1.90389",,
"Policie","p","Peloponese","Peloponnese, Greece","region",37.62728,22.43958,,
"Policie","p","Perse","Persia","ancient region ",29,53,,
"Policie","p","Rouge Mer","Red Sea","sea",20.26735,38.53455,,
"Policie","p","Champ de Mars","Rome, Italy","settlement",41.89193," 12.51133",,
"Policie","p","Rome","Rome, Italy","settlement",41.89193," 12.51133",,
"Policie","p","Samos","Samos, Ionia, Greece","island",37.75,26.8,,
"Policie","p","Espaigne","Spain","country",40," -4",,
"Policie","p","Siracuse","Syracuse, Sicily, Italy","settlement",37.08415,15.27628,,
"Policie","p","Tarente","Taranto, Italy","settlement",40.41639,17.25478,,
"Policie","p","Thebes","Thebes, Greece","ancient settlement",38.325,23.31889,,
"Policie","p","Troie","Troy","ancient settlement",39.95732,26.23909,,
"Policie","p","Tosquane","Tuscany, Italy","region",43.41667," 11",,
"Policie","p","Venise","Venice, Italy","settlement",45.43713,12.33265,,
"Prison","p","Auvergne","Auvergne, France","region",45.33333," 3",,
"Prison","p","Berri","Berry, France","region",47,2,,
"Prison","p","Bourbon","Bourbon-l’Archambault, France","settlement",46.58666,3.05876," ",
"Prison","p","Bourgoingne","Burgundy, France","region",47,4.5,,
"Prison","p","Cartage","Carthage, Tunisia","ancient settlement",36.86667,10.33333,,
"Prison","p","Egipte","Egypt","country",27,30,,
"Prison","p","Eu","Eu, France","settlement",50.04722,1.41972,,
"Prison","p","France","France","country",46," 2",,
"Prison","p","Nevers","Nevers, France","settlement",46.98956,3.159,,
"Prison","p","Orient","Orient","region ",,,,
"Prison","p","Paradis","Paradise","region",,,,
"Prison","p","Paris","Paris, France","settlement",48.85341," 2.3488",1,
"Prison","p","Saint-Pol","Saint-Pol, France","landmark",48.854134,2.362303,,
"Prison","p","Espaignes","Spain","country",40," -4",,
"Prudence","p","Flourence","Florence, Italy","settlement",43.77925,11.24626," ",
"Prudence","p","France","France","country",46," 2",,
"Prudence","p","Paris","Paris, France","settlement",48.85341," 2.3488",1,
"Prudence","p","Troye","Troy","ancient settlement",39.95732,26.23909,,
"TroisV","p","Artois","Artois, France","region",50.5,2.5,,
"TroisV","p","Avignon","Avignon, France","settlement",43.94834,4.80892,,
"TroisV","p","Bretaigne","Brittany, France","region",48,-3,,
"TroisV","p","Bruisselles","Brussels, Belgium","settlement",50.85945,4.34878,,
"TroisV","p","Champaigne","Champagne, France","region",49,4.5,,
"TroisV","p","Corbeil","Corbeil, France","settlement",48.60603,2.48757,,
"TroisV","p","Chipre","Cyprus","island",35,33,,
"TroisV","p","Florence","Florence, Italy","settlement",43.77925,11.24626," ",
"TroisV","p","France","France","country",46," 2",,
"TroisV","p","Gastinois","Gâtinois, France","region",47.90289," 1.90389",,
"TroisV","p","Jennes","Genova, Italy","settlement",44.4264,8.91519,,
"TroisV","p","Royaume des Cieulx","Heaven",,,,,
"TroisV","p","Hongrie","Hungary","country",47,20,,
"TroisV","p","Israel","Israel","ancient region",32.14306,35.26062,,
"TroisV","p","Ytalie","Italy","country",42.83333," 12.83333",,
"TroisV","p","Jherusalem","Jerusalem","settlement",31.76904," 35.21633",,
"TroisV","p","Luques","Lucca, Italy","settlement",43.8497,10.47234,,
"TroisV","p","Montlehery","Montlhéry, France","settlement",48.64004,2.27465,,
"TroisV","p","Babiloine","Old Cairo, Egypt","settlement",30.00737,31.23927,,
"TroisV","p","Orliens","Orleans, France","settlement",47.90289," 1.90389",,
"TroisV","p","Paradis","Paradise","region",,,,
"TroisV","p","Paris","Paris, France","settlement",48.85341," 2.3488",12,
"TroisV","p","Parlement","Parliament, Paris","landmark",48.855807,2.344573,,
"TroisV","p","Perse","Persia","ancient region ",29,53,,
"TroisV","p","Picardie","Picardy","region",50,3.5,,
"TroisV","p","Rains","Reims, France","settlement",49.25,4.03333,,
"TroisV","p","Salberieuse","Salisbury, England","settlement",51.06931,-1.79569,,
"TroisV","p","Venise","Venice, Italy","settlement",45.43713,12.33265,,
"Psaumes","p","Jourdain","Jordan","river",31.76333,35.5575," ",
"Psaumes","p","Jherusalem","Jerusalem","settlement",31.76904," 35.21633",,
"Psaumes","p","Temple","Temple Mount, Jerusalem","landmark",31.777972,35.235806,,
"Psaumes","p","Calvaire (mont)","Mount Calvary","mountain",31.778611,35.229444,,
"Psaumes","p","Olivet (mont)","Mount of Olives","mountain",31.78024,35.24646,,
"Psaumes","p","Ninive","Ninive, Assyria","ancient settlement",36.36762,43.15838,,
"Psaumes","p","Cecile","Sicily, Italy","island",37.5," 14"," ",
"Psaumes","p","Navarre","Navarra, Spain","region",42.75,-1.66667," ",
"Psaumes","p","France","France","country",46," 2",,
"Psaumes","p","Berry","Berry, France","region",47,2,,
"Psaumes","p","Bourgongne","Burgundy, France","region",47,4.5,,
"Psaumes","p","Paris","Paris, France","settlement",48.85341," 2.3488",2,
